Name,Description,Locations,Logo URL,Topics,Industry Tags,Stage,Head Count,Active Jobs Count
GrowthGenius,"GrowthGenius helps sales teams at B2B tech companies consistently fill their pipeline. We use machine learning to track 70+ buy signals, discover ideal customer profile insights, craft custom and deeply personalized email sequences, and reach out and follow-up at the perfect time, providing results 3x - 10x better than your industry average. Your pipeline is automatically filled with ready-to-buy customers. All your sales team has to do is what they do best: close the deal.","Toronto, ON, Canada",https://cdn.filestackcontent.com/otzTBKRfKhdCacEsu2gD,"Advertising/marketing, AI/ML, B2B, SaaS, Software","Information Technology, Software",series_a,2,0
VRAPEUTIC INC.,"We develop virtual reality for healthcare solutions, with a major focus on developmental and learning disorders.","Cairo, Cairo Governorate, Egypt, Ottawa, ON, Canada, Kanata, Ottawa, ON, Canada",https://cdn.filepicker.io/api/file/XbUQ4FnRHORQaKNC1OnA,"1-9, Ar/VR & wearables, Healthcare & wellness, SaaS","DeepTech, Education, Hardware, Health, Information Technology, Software",other,1,0
Aqusense,"Aqusense is a leading wi-fi smart sensor technology that utilizes AI to passively sense, acquire and deliver actionable data.","Toronto, ON, Canada, Kuala Lumpur, Malaysia",https://cdn.filepicker.io/api/file/5Uqi5WypSHhlTGvYOOjV,"1-9, Proptech, SaaS, Sensors/IoT",Software,,1,0
Interface Fluidics,"Provider of oilfield laboratory services designed to optimize oil production and visualize fluid-fluid interactions. The company's services specialize in using microfluidic reservoir modelling and fluid characterization to evaluate the effectiveness of new processes and fluid analysis service, enabling gas and oil producers to increase their productivity.","Alberta, Canada, Calgary, AB, Canada, Nunavut, Canada, ogden, calgary, ab, canada, Ayr, ON, Canada, Tay, ON, Canada, Canada, NC, USA, Emo, ON, Canada, Emo, ON, Canada, Oka, QC, Canada, Canada, KS, USA",https://cdn.filepicker.io/api/file/Fm4DuCNSJKkRv2H3Ez8g,,"Energy, Sustainability",series_b,2,0
Alexsei,"We are building a generative AI that knows the law, first for law firms and soon for everyone. Our current law firm product extracts massive amounts of data leading to proprietary data sets and defensible domain-specific AI combined with open-domain large language models.","Ontario, Canada, Toronto, ON, Canada, Scarborough, Toronto, ON, Canada, Old Toronto, Toronto, ON, Canada, North York, Toronto, ON, Canada, York, Toronto, ON, Canada, Nunavut, Canada, Ayr, ON, Canada, Tay, ON, Canada, Canada, NC, USA, Emo, ON, Canada, Emo, ON, Canada, Oka, QC, Canada, Canada, KS, USA",https://cdn.filepicker.io/api/file/tGGZ3VDcRli7jBVdwrVz,Legal,"DeepTech, Information Technology, Software",other,2,0
Zafin,"Zafin is a globally recognized enterprise banking software company with its unique miRevenue technology platform that spans across global retail and commercial banks managing dynamic products, pricing, billing, loyalty, and revenue optimization. As one of North America's top FinTech companies – Zafin was founded several years ago with over 30 global banking customers including HSBC, Barclays, Standard Chartered, CIBC, TD, BMO, BNS, National Bank of Abu Dhabi, Emirates NBD, and First Bank. Zafin has been awarded Deloitte’s Technology Fast 50 award for three consecutive years (2014-2016), PWC’s finalist for innovative company of the year in 2017, and has been recently selected by America Banker as 1 of the top 10 FinTech companies to watch. Zafin is poised to continue its US Expansion with the recent addition of its growing customer base to include Bank of the West, Sun Trust and others.","Toronto, ON, Canada, Chennai, Tamil Nadu, India, Sydney, Australia, Thiruvananthapuram, Kerala, India, Vancouver, BC, Canada",https://cdn.filepicker.io/api/file/VZDC7izTpiL3aHv0GgUg,"B2B, Finance, Productivity, Software","Ecommerce & Marketplace, Finance, Information Technology, Software",series_b,4,0
AmpMe,"Surround yourself with sound. AmpMe creates a giant, multi-speaker setup using just the phone in your pocket. Play your music in perfect sync across multiple devices to create one powerful sound system. Bring the party anywhere. Be the speakers. - Put AmpMe on your phone and on as many of your friends' devices as you want, then sync and you're ready to party - Host your own party or join a friend's - The host can search for their favorite songs, artists, albums, or playlists - Once the host hits ""Play"", friends join by entering the party code - Syncing starts automatically and, in seconds, your friends become speakers - Compatible with smartphones & tablets (Android and iOS) and bluetooth speakers (with a microphone, e.g. Jambox, etc.) Compatible with music from SoundCloud, more services coming soon!","Montreal, QC, Canada",https://cdn.filestackcontent.com/RvM2dZ5HQeGA7TT9yLvn,"B2C, Software, Media & entertainment","Internet Services, Media, Software",series_a,2,0
ClauseHound,"Clausehound is disrupting the legal industry by offering an online document assembly tool that helps lawyers and business owners create customized contracts from a pre-selected local precedent, based on the continually increasing Clausehound knowledge and a variant clause database (10,000+ entries). Lawyers are able to effectively and efficiently identify and resolve problem areas during contractual drafting and negotiation. Clausehound offers lawyers a platform on which to share their specific expertise, engage in discussions with other lawyers, and to gain deeper insight on specific topics with case law examples, news articles, legal commentary and suggested clause language, “drilled down” to the clause level. With contributors from North America, Europe, and Asia, Clausehound’s goal is to continue growing as a top resource of legal knowledge for small firms. The company was formed in 2012 to assist the lawyers who founded the company with legal drafting and research. Today, Clausehound is helping hundreds of other lawyers by saving them from time-consuming tasks including sourcing precedents, searching for specific clauses, and understanding what is “market standard” with respect to particular negotiation points.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/tuRkO92iSOqaYdJ2a1Xm,"B2B, Legal, SaaS, Software","Information Technology, Legal, Software",other,1,0
Career Spark,"Career Spark predicts the likelihood of your employees being successful and staying longer - based on how they compare to your top performers. By employing the first self-serve, ‘Smart’ System, which becomes more and more predictive over time, Career Spark continuously improves the odds of success for career pathing, internal mobility, employee engagement and hiring. Career Spark is partnering with some of the biggest companies in the world and over 2 million people who were fed up with the status quo to drive better people results in an easy, accurate and scalable way. For more information on how Career Spark can help you make better people decisions for your business visit www.careerspark.com","Toronto, ON, Canada",https://cdn.filestackcontent.com/hccaa8UeSg6RgVOzzQwC,"SaaS, B2B, Data & analytics, Software, HR","HR and Recruiting, Software",other,1,0
Knowtions Research,"Knowtions Research is an applied artificial intelligence company with a mission to make the world’s health data useful. The company’s Lydia AI platform helps insurers unlock and use predictive insights in messy health data to automate claims processing and personalize customer experience. Headquartered in Toronto, Knowtions Research is backed by Alibaba Entrepreneur’s Fund and Information Venture Partners.","Toronto, ON, Canada",https://cdn.filestackcontent.com/4PBCZEYCRIGXRtlGoNEy,"AI/ML, B2B, Finance, Healthcare & wellness, Software","DeepTech, Finance, Health, Information Technology, Software",series_a,2,0
Lendified,"The Lendified story begins with a wealth of banking experience, a deep knowledge of the Canadian financial services marketplace, married with cutting edge technology. Our understanding of the financial needs of business owners and the gaps in traditional lending practices that impact their access to funding give us a unique perspective in executing on our vision – to be the premier online provider of small business loans in Canada.","Toronto, ON, Canada",https://cdn.filestackcontent.com/ZaMdVBYTgu2BEMCX0cNI,"B2B, Finance, SaaS, Software",Finance,other,1,0
ReWatt Power,Simplifying complexity in the power industry using automation and blockchain technology.,"Calgary, AB, Canada",https://cdn.filestackcontent.com/lr329IpRgmQ9nXJOcBP5,"B2B, Energy, SaaS, Software","Blockchain and Crypto, Energy, Information Technology, Software, Sustainability",other,1,0
Opalux,OPALUX is a global leader in photonic color technology research and development. The company’s mission is to accelerate the commercialization of new technologies and applications based on the exciting platform of photonic color. Opalux works directly with industry-leading companies in a process of open innovation to collaboratively create the next generation of photonic color technology applications.,"Toronto, ON, Canada",https://cdn.filepicker.io/api/file/YD22OuRJTH22r8lr2IZV,"B2B, Cybersecurity, Hardware (non-robotics)","DeepTech, Manufacturing",other,1,0
BlueDot,"BlueDot protects people around the world from infectious diseases with human and artificial intelligence. We help governments protect their citizens, hospitals protect their staff and patients, and businesses protect their employees and customers. Our team understands the complexity of the challenge in front of us – and that the urgency to solve the problem has never been greater. We’ve combined our public health and medical expertise with advanced data analytics to build solutions that track, contextualize, and anticipate infectious disease risks.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/bezOAoQoQsyDINWtvRk9,"B2B, Data & analytics, Medical/life sciences, Research, Software","Health, Information Technology, Software",other,3,0
Forma,"We help companies optimize sales compensation. Our platform is trusted by innovators like OpenTable, Stryker, and IntelePeer, and we handle more than $1 Billion in annual managed commissions. We're in rapid growth mode with a team of 75 that will expand to over 100 by the end of 2021. Our HQ is in Toronto and we have distributed teams across the United States. For more info visit www.forma.ai.","Toronto, ON, Canada",https://cdn.filestackcontent.com/B0b2cpqsT65ChFu0OIOz,"B2B, Data & analytics, HR, Productivity, SaaS, Software","Information Technology, Software",series_b,3,0
Hydrostor,"Hydrostor is a leader in Advanced Compressed Air Energy Storage (A-CAES), a technology uniquely suited to enable the transition to a cleaner, more reliable electricity grid. A-CAES provides grid services that are not readily replicated by other storage technologies, giving it unique market potential. It flexibly addresses bulk electricity system needs for dispatchable capacity, renewable integration and optimization, transmission deferral and ancillary services, and is ideal for use in behind-the-meter or remote applications for mines and large industrial operations. Hydrostor’s solution delivers low-cost, long duration bulk energy storage (hundreds of MWs, 4-24+ hours) that is synchronous and emission-free, and can be located where required by the grid, including the ability to replace retired fossil fuel plants and the need for new transmission. ​ Hydrostor offers a complete solution including financing and warranty, working with leading EPC providers to help deliver solutions globally.","Toronto, ON, Canada",https://cdn.filestackcontent.com/78dO7Dv7RcusOL9KXGfk,"B2B, Energy, Hardware (non-robotics), Research","Energy, Finance, Sustainability",other,3,0
CoPower,"CoPower is an online platform that simplifies clean energy investing. We help investors place capital into energy efficiency and renewable energy generation projects that offer solid returns, along with measured environmental impact. Since late 2014, CoPower has placed over $2.5 million in clean energy loans. CoPower is a proud Certified B Corporation. Visit copower.me to learn more.","Montreal, QC, Canada",https://cdn.filepicker.io/api/file/aLZf1PtRZqlljCPU1bBL,"B2C, Energy, Finance, Software","Energy, Finance, Manufacturing, Sustainability",other,1,0
RattleHub,"RattleHub provides an Estate Data Platform to build strong relationships between advisors, their clients, and their “loved ones”. We see a world where business customers are engaged, personal data is complete, relevant and up-to-date, and insights eventually drive a hyper-personalized user experience. Our Estate Data Platform moves people from chaos and disaster to order while leaving loved ones with dignity and clarity.","Waterloo, ON, Canada, Kitchener, ON, Canada",https://cdn.filestackcontent.com/pa1q8YJtS0yBH4fd1MZK,"B2C, Finance, Productivity, SaaS, Software","Information Technology, Software",other,1,0
Cyclica,"Cyclica is the partner of choice for data-driven drug discovery. We advance molecules that embrace the complexity of disease. Our computational approach to polypharmacology is unique in the industry. Screening for actives with target-specific black boxes has limited upside. Instead, we use a proteome-wide lens to evaluate multiple novel and rare on and off-target interactions simultaneously. We’re also the only company of our kind that integrates science to advance molecules downstream. A structure-based view keeps our work accountable to biology, chemistry, physics, and genomics. Not all hits are created equal. Our commitment to collaborating holistically improves the odds of reaching milestones dramatically. For our large biotech and pharma customers, we help enrich existing portfolios, building custom models that deliver IP-grade, proprietary insights with breakthrough efficiency and precision. Separately, across a portfolio of more than 50 joint ventures and growing, we work at the vanguard of a wide variety of therapeutic areas to help get new medicines to patients faster and more precisely. To learn more about Cyclica and how we partner, please visit www.cyclicarx.com Cyclica. From molecule to medicine.","Toronto, ON, Canada",https://cdn.filestackcontent.com/cRxoEsmzSBqGxTXRuVsU,"B2B, Biotechnology, AI/ML, Software, Medical/life sciences","Biotechnology, DeepTech, Health",other,3,0
Smooth Commerce,"Smooth Commerce is a fully-integrated technology platform designed to deepen the connection between retail merchants and their customers.Build best-in-class branded native mobile apps for merchants that activate their customer through mobile payment, order ahead, loyalty rewards, offers and promotions customized to be most relevant to the user.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/TLiVBCijQf6Y2AiRI8hr,"B2B, Finance, Retail, SaaS, Software","Ecommerce & Marketplace, Finance, Food, Information Technology, Software",other,2,0
ManagingLife,"ManagingLife is a digital health start-up changing the way that chronic pain is managed. We lower the human and financial cost of chronic pain with our industry-leading digital solution, Manage My Pain. Our solution is used by patients and doctors to better measure, monitor, and manage chronic pain. We have over 70,000 users and our solution has been licensed by 10 hospitals and 4 insurance carriers.  

","Toronto, ON, Canada",https://cdn.filestackcontent.com/n9gHmyHzRuaR87WAEI2R,"B2B, B2C, Medical/life sciences, SaaS, Software","Education, Finance, Health, Information Technology, Wellness and Beauty",other,2,0
Sheba Microsystems,"Sheba Microsystems is a leading fab-less semiconductor company that develops high-end MEMS actuators for optical solutions, including autofocus (AF), Optical Image Stabilization (OIS), and zooming for miniature cameras. With their high speed and high repeatability, low power consumption, and small size, the Sheba MEMS actuators are revolutionizing the quality and capability of digital photography for everyday devices.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/igRGXZJASOOoygB77GaD,"B2B, Hardware (non-robotics), Industrial, Research, Sensors/IoT","Hardware, Manufacturing",other,1,0
ACTO,"ACTO is an omnichannel education platform for life sciences companies. ACTO is an AI-powered SaaS platform built for life sciences that uses mobile experiences and agency partnerships to give learners all the tools they need in one intuitive cross-platform app, and give leaders powerful admin tools with engagement data in one command center.","Toronto, ON, Canada",https://cdn.filestackcontent.com/3Y13qNzmR6yTGgtRX14N,"HR, Medical/life sciences, SaaS, Software","DeepTech, Education, Health, Information Technology, Software",series_b,3,0
Relogix,"Relogix, an Ottawa-based start-up that combines advanced sensor technology, wireless networking and real-time analytics, announced the launch of its UtiLive Sensor-as-a-Service (SaaS).The UtiLive service provides data-driven insight into how a workplace is being used by employees, identifying patterns that enable real estate professionals to optimize their portfolio. Advances in sensor technology and wireless networking from the Internet of Things have allowed continuous monitoring of alternative and flex workspace for companies with dynamic mobile workforces, such as technology companies and financial institutions","Kanata, Ottawa, ON, Canada",https://cdn.filepicker.io/api/file/S6r6108sSpOcGMsg6tET,"10-49, B2B, Data & analytics, Hardware (non-robotics), HR, Productivity","DeepTech, Finance, Information Technology, Real Estate, Software",series_a,2,0
Stratuscent,"Stratuscent is a vertical AI startup from Montreal that is building an chemical sensing platform which seamlessly integrates the power of novel AI algorithms, material innovations and robust additive manufacturing technologies. Stratuscent’s AI driven chemical sensor can identify and quantify the ubiquitous mix of chemicals that make up our environment.","Montreal, QC, Canada, saint-laurent, montreal, qc, canada",https://cdn.filestackcontent.com/KCR0khOT9eA6exWOWxOv,"Research, B2B, Biotechnology, AI/ML, Hardware (non-robotics), Medical/life sciences, Industrial","DeepTech, Hardware, Manufacturing, Software",other,2,0
Soundpays Inc.,"Soundpays is a cutting-edge, mobile engagement solution utilizing patented ultrasonic soundwave technology to digitally connect consumers directly to advertising or broadcast content in real time. The solution allows viewers to engage with the content as they are seeing/hearing it. The technology offers profound opportunity to convert customers in the “power-of-the-moment”. It represents the future of marketing, advertising, sales and individual convenience in a truly mobile manner. One can be engaging while on the fly in a commuting or shopping environment, or while in a casual environment such as watching TV or sitting in a stadium/event premises. All of these enhancements in user lifestyle also have the effect of reducing densities in stores, malls, etc. and in negating the need for in-person sales counters and physical POS interactions.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/K2sJrVoWTym0GTkNKe8h,"B2B, Consumer & lifestyle, Ip/licensing, SaaS, Software","Finance, Information Technology, Media, Sales and Marketing",seed,1,0
Flosonics,"Flosonics is a medical device company that focuses on developing non-invasive sensors to improve the management of critically ill patients. Flosonics's flagship smart-bandage product, the FloPatch, addresses unmet clinical needs of critically ill patients and the physicians, nurses, and paramedics who care for them in the ambulance, emergency department, operating room, and intensive care unit.","greater sudbury, on, canada",https://cdn.filepicker.io/api/file/sUeTryOxQlyeSTiSOfwE,"Biotechnology, Ecommerce/product, Hardware (non-robotics), Medical/life sciences, Oneeleven",Health,other,2,0
Chatter Research,Real-time customer feedback solution for retail and hospitality.Chatter helps retailers and restaurants sell more and improve experiences through AI-powered conversations with customers.Chatter collects customer feedback in real-time as shoppers leave your store,"Toronto, ON, Canada",https://cdn.filestackcontent.com/70aJqzRgS9ELfVUjtNn3,"B2C, C100 alumni, Data & analytics, Hospitality, Retail, Software","Ecommerce & Marketplace, Information Technology, Software",other,1,0
Jewlr,"Jewlr specializes in selling high quality personalized jewelry, made just for you. Create the perfect gift or personalize something for yourself. Enjoy Free Shipping, 99 Day Returns and a Bonus Free Gift!","Canada, Toronto, ON, Canada",https://cdn.filestackcontent.com/m5fxlCNrRpmyztWbe7sF,"Ecommerce/product, B2C, Software, Consumer & lifestyle",Consumer Products,other,3,0
AdHawk Microsystems,"AdHawk Microsystems designs and produces custom silicon microsystems at the wafer-scale to enable the proliferation of eye tracking in consumer electronics and medical devices. The company's custom silicon microsystems capture subtle changes in eye movement dynamics with performance improvements in sampling rate, latency and power consumption, enabling users to have effortless control of augmented reality and wearable devices while revealing the interests, emotional state and neurological health of a person.","Kitchener, ON, Canada",https://cdn.filepicker.io/api/file/7nYdSvi5S9qj6S4MsNal,"Ar/VR & wearables, B2B, Gaming & esports, Software","DeepTech, Gaming, Hardware, Health, Wellness and Beauty",other,2,0
tealbook,"Tealbook is an enterprise software company that connects buyers and suppliers and provides the data needed to make procurement decisions. Tealbook’s innovations in buyer/supplier relations have earned recognition, including being named to the CIX Top 20 and a spot on the prestigious 2018 Gartner Cool Vendor list. Tealbook was founded in 2014 by Stephany Lapierre and is based in Toronto, Ontario, Canada.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/N1cjytm0TsKhasCBcPZ6,"50-99, AI/ML, B2B, C100 alumni, Female founded, Logistics / supply chain, SaaS, Software","Information Technology, Software, Transportation",other,3,0
National Prostaff,"National Prostaff (""NPS"") is a fishing social network and marketplace.","Oshawa, ON, Canada",https://cdn.filestackcontent.com/XGrUeNEQ8S4PzdCX9PcQ,"Ecommerce/product, B2C, Software, Networks & social, Consumer & lifestyle, Pet/animal","Information Technology, Media, Software, Sports",seed,1,0
Matter and Form,"Matter and Form is the world’s first truly affordable 3D scanner for anyone. Quick, high quality scanning of real world objects for use in printing, animations, and games. The Matterform 3D Scanner allows anyone to take a physical object and turn it into a digital 3D model on their computer. Our Scanner works with any 3D Printer or online 3D printing service so it'll work with whatever printer you already have or any printer you're considering getting in the future.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/nSR7Cyh7R2OT6TiIcUTl,"B2C, C100 alumni, Consumer & lifestyle, Hardware (non-robotics)","DeepTech, Gaming, Hardware, Manufacturing, Media, Software",seed,1,0
Raven Connected,Connected video telematics.,"Ottawa, ON, Canada",https://cdn.filepicker.io/api/file/gjR0P920Qx67S5nFA6Gt,"B2B, Data & analytics, Hardware (non-robotics), Transportation","Hardware, Manufacturing, Software, Transportation",other,2,0
Kira Systems,"Kira Systems is a machine learning software that identifies, extracts, and analyzes text in contracts and other documents. Kira Systems is a provider of contract review and analysis software, helping the world’s largest corporations and professional service firms uncover relevant information from unstructured contracts and related documents. Kira is powerful, patented, award-winning software that excels at searching and analyzing contract text and can be deployed for due diligence, knowledge management, lease abstraction, regulatory compliance and other projects where visibility into contract provisions is critical. Using Kira Quick Study, anyone can train additional models that can accurately identify virtually any desired clause. The company was founded by Alexander Hudek and Noah Waisberg in 2010.","Canada, Toronto, ON, Canada",https://cdn.filepicker.io/api/file/XA6qroIbRDaCQLsFPCkQ,"AI/ML, B2B, Productivity, SaaS, Software","Information Technology, Software",series_a,2,0
Chisel.ai,Chisel can read and understand unstructured and structured text just like a human. Our applications extract intelligence from documents that were previously unreadable by machines and use this intelligence to create value in ways that were previously impossible.,"Toronto, ON, Canada",https://cdn.filestackcontent.com/fJHPMF7YQK2Ykjtt3APQ,"B2B, Finance, SaaS, Software","Information Technology, Software",seed,1,0
MMB Networks,"MMB Networks is a Toronto-based engineering firm with industry leading expertise and experience in wireless, embedded, and Smart Energy technologies. Our mission is to utilize this expertise to broaden and accelerate adoption of Smart Energy technology by creating software, tools and services that help our customers rapidly bring smart energy solutions to market.","Toronto, ON, Canada",https://cdn.filestackcontent.com/A5iMMS4QHKdgwubesbDA,"B2B, Energy, Hardware (non-robotics), SaaS","Hardware, Information Technology",series_b,2,0
Dejero Labs,"Dejero Labs is driven by its vision of reliable connectivity anywhere, Dejero blends multiple Internet connections to deliver fast and dependable connectivity required for cloud computing, online collaboration, and the secure exchange of video and data. With its global partners, Dejero supplies the equipment, software, connectivity services, cloud services, and support to provide the uptime and bandwidth critical to the success of today’s organizations. Headquartered in Waterloo, Ontario, Canada, Dejero is trusted for broadcast-quality video transport and high-bandwidth Internet connectivity around the world. For more information.","Ontario, Canada, Waterloo, ON, Canada",https://cdn.filestackcontent.com/mPTsl5bTGa9MU8g5ELig,"B2B, Mobile & telecommunications, Sensors/IoT, Software","Hardware, Information Technology, Media, Software, Telecommunication",other,3,0
Allset,"Allset is the easiest way ever to get insurance. Our smart technology connects to multiple insurance companies to find you the best coverage based on your unique situation, while matching your budget. Like what you see? Buy it directly on the platform. Get more for less: www.allset.ca","Montreal, QC, Canada",https://cdn.filestackcontent.com/jhrTKzrYTuGeetbWSLWE,"Marketplace, SaaS, B2C, Software, Finance",Finance,pre_seed,2,0
wrnch,"wrnch is a computer vision / deep learning software engineering company based in Montréal, Canada, a renowned hub for AI, special effects and game technology. A profitable startup, wrnch was founded by Dr. Paul Kruszewski, a successful serial AI entrepreneur (with already two successful exits); was incubated by deep tech incubator TandemLaunch, and is supported by knowledgeable and pragmatic investors including Mark Cuban.","Montreal, QC, Canada",https://cdn.filestackcontent.com/3as35fvDRSmqkJ5xndgq,"Research, B2B, AI/ML, Software, Media & entertainment, Deep tech","DeepTech, Gaming, Hardware, Information Technology, Software",series_b,1,0
Vacation Fund,"For employers who want to reduce employee attrition and increase employee satisfaction, Vacation Fund is an employer-matched savings program specifically for employees’ travel goals. It allows employees to direct a portion of their paycheque into a separate Vacation Fund Account, and allows employers to match a portion of the contribution. This make employees' dream trips more financially attainable, and encourages employees to take time away from the office. The platform also helps to clarify company messaging around vacation time.","Toronto Division, ON, Canada, Toronto, ON, Canada, Scarborough, Toronto, ON, Canada, Old Toronto, Toronto, ON, Canada, North York, Toronto, ON, Canada, Etobicoke, Toronto, ON, Canada, York, Toronto, ON, Canada",https://cdn.filestackcontent.com/050RIp1vRZSRKy748OKz,"B2B, Female founded, HR, SaaS, Software, Travel","Finance, Health, HR and Recruiting, Travel",pre_seed,1,0
Voices.com,"Voices.com offers several services that matches voice talent with people interested in buying their services, without having to go through an agent. Voice talent can create online portfolios to market their unique services and clients can review those portfolios and create new proposals for services all online. Buyers needing voice overs or recorded translations have a number of ways to use the Voices.com service to find talent. They can post a specific job description via the Voice Marketplace to request specific proposals. If the buyer already knows what type of voice talent they want, they can use VoiceSearch to sort talent by keyword, gender, experience or location. Voices.com also offers employers the ability to rank the voice talent and then shows the Top 10 on the home page and the Top 100 in another list. Buyers can select the appropriate talent from the list. In order to help facilitate payment between the employers and the talent, Voices.com has developed a proprietary system called SurePay to secure compensation to the employees.","London, ON, Canada",https://cdn.filestackcontent.com/QdLuvgBLQgC5Klura3jv,"500+, B2B, Marketplace, Media & entertainment, Software","Finance, Media",other,4,0
Receptiviti,"Receptiviti's leading-edge computational language psychology platform helps you understand the emotions, drives, and traits that affect human behaviour. Our set of proprietary algorithms uncover signals from everyday human language that traditional NLP techniques don't, and we provide explainable, out-of-the-box insights with minimal training required. ​ We're democratizing our science through an easy-to-use API, and enabling thousands of data scientists and organizations globally to uncover insights about human behaviour that power predictive models, inform decisions, and optimize interpersonal interactions.","Toronto, ON, Canada",https://cdn.filestackcontent.com/2FMkR5GdSHOVSYharVfm,"B2B, Productivity, SaaS, Software","Health, Information Technology, Software",series_a,2,0
Klipfolio,"Our mission is to help people succeed with data. We believe in empowering you to make better decisions by eliminating the unknown. Take control of your data and be stronger, better, and more competitive every day. Klipfolio is the new way people and their teams make informed decisions leveraging team-based BI, dashboards, and reporting. From startups to Fortune 500 teams, Klipfolio provides the power and flexibility you always wanted. Succeed with data and start for free.","Ottawa, ON, Canada",https://cdn.filepicker.io/api/file/C8tjUgerTqyzMlLewuuY,"B2B, Productivity, SaaS, Software","Information Technology, Software",series_b,2,0
DreamCraft Attractions,"DreamCraft is pioneering fully immersive experiences using advanced VR and AR technologies. With a strong focus on innovation, DreamCraft combines the hardware systems, software development and storyline adaptations necessary to build believable story universes. As a 2018 Brass Ring Award Winner for Best New Product for it's hygienic headset, DreamCraft continues to push the envelope and to define the next wave of VR and AR immersive experiences. Learn more at www.dreamcraftattractions.com","Victoria, BC, Canada",https://cdn.filestackcontent.com/DgsEjPXhSmGmfGKJ8fvc,"Ar/VR & wearables, B2B, Gaming & esports, Media & entertainment","Hardware, Media, Software",other,1,0
WatrHub,"WatrHub is a data and intelligence company that delivers predictive intelligence on infrastructure opportunities in the US and Canada. WatrHub is the only source of predictive market information on how, when, and why these water infrastructure investments will be made. Its AI engine transforms millions of public documents into actionable sales leads and market insights. Manufacturers subscribe to WatrHub to secure their next water utility clients and bring their advanced, efficient technologies to aging water infrastructure. It was founded in 2011 and is headquartered in Toronto, Canada.","Toronto, ON, Canada",https://cdn.filestackcontent.com/OtgxnbzDRAm9Vfd41HR7,"B2B, Energy, Industrial, SaaS, Software","Information Technology, Real Estate, Software, Sustainability",other,1,0
ShiftRide,"ShiftRide is a car subscription marketplace, allowing people to subscribe to cars listed by owners in the community. Users pay a weekly subscription to access 100+ cars listed in Toronto, the GTA, and nearby cities. Every subscription comes with maintenance, insurance options, and flexible terms to suit any lifestyle. Car and fleet owners in the community list their car on ShiftRide to earn money from their car when it's not being used. Listing a car takes a few minutes and comes with available insurance options for added peace of mind.","Vaughan, ON, Canada",https://cdn.filestackcontent.com/JhHSM6zzT0yJzgvs724z,"Marketplace, B2C, Software, Transportation","Finance, Hardware, Manufacturing, Transportation",other,1,0
Accelerator Centre,"Accelerator Centre provides an essential combination of in-house mentorship, educational programming, facilities, networking, and access to funding and facility services with a goal of building successful companies. The company's in-depth programming, unique accountability model, and long-term view, distinguishes it from other accelerators and incubators within the Canadian commercialization landscape. It helps entrepreneurs move from start-up to scale-up, accelerate the time to market, and help attract customers, investment. and revenue. Accelerator Centre was founded on 2006 and is headquartered in Waterloo, Canada.","Waterloo, ON, Canada, Kitchener, ON, Canada",https://cdn.filestackcontent.com/UHp2XToSYO4kQHngzMYS,Ecosystem organization,"Hardware, Information Technology",other,3,0
SnapClarity,"Snapclarity was developed in partnership with Terrace Wellness Group. They have been offering services in mental health care for 20 years. Despite all the money, time and energy invested in wellness research and awareness, little has changed to improve outcomes. Only 12.5% who have illness will get accurate diagnosis and optimal treatment leaving 88% of the those to suffer chronically. Their goal was to improve the coordination of mental health through innovation and technology. The innovation started with a mental health triage that immediately connected an assessment with an immediate treatment plan. The results of the assessment would link clients with the right professional with the right skills at the right time. Their study revealed that within 16 weeks 86.5% of clients improved in all areas life functions also, removed all friction to receiving quality care. Their innovative onboarding technology is an assessment based on algorithms to determine the individual’s risk level and provides an immediate treatment plan. Snapclarity is faster to treatment plan, improves patient data, scalable.","Kanata, Ottawa, ON, Canada",https://cdn.filestackcontent.com/Rj6zp9nSrqNmR4nRDLe4,"B2C, Healthcare & wellness, SaaS, Software",Health,other,1,0
Mydoma Studio,"Mydoma Studio provides each interior design company with their individually branded login portal. The portal can be easily customized with your company logo, name, feature background image and welcome text.","Kanata, Ottawa, ON, Canada","https://cdn.filestackcontent.com/output=f:webp,t:true,q:80,c:true/cache=expiry:max/resize=w:340/qXlNk7J4TjCrSe3bYceg","B2B, Proptech, SaaS, Software","Information Technology, Software",seed,2,0
Homicity,"Smart property search Canada's smart MLS property real estate search. View properties for sale and rent, save and compare your favourite listings. Neighbourhood experts We connect you with the top rated and reviewed real estate agents in Canada, to help you buy, sell and rent a home. Easy home insurance Shop the best insurance rates and coverage options n Canada for home, condo and tenants insurance.","Ottawa, ON, Canada",https://cdn.filepicker.io/api/file/VSl5xLzQM6aUCRBnFQ0K,"Advertising/marketing, B2B, Proptech, Software","Finance, Real Estate",pre_seed,1,0
Hoppier,"Provide physical experiences to virtual attendees - fresh morning coffee, virtual lunches, after-work drinks, and so much more! Recreate these memorable experiences while minimizing costs and headaches.","Ottawa, ON, Canada",https://cdn.filepicker.io/api/file/Iupn8gCNQYGNGEyHxFxk,"B2B, Food & Beverage, Marketplace, Software","Events, Transportation",pre_seed,1,0
